id,loss
4,1494.3583881925838
6,1666.579222275131
9,9260.825873698896
12,5811.355040903599
15,1005.0250253274204
17,2102.1264690883645
21,2398.825555264983
28,1130.6509115210129
32,3011.297766345023
43,3760.3088857966864
46,2794.5966991548476
50,915.9836073082593
54,1533.5309773917206
62,2205.3060573746225
70,2391.3977785739066
71,5567.591839778668
75,1905.4504017163958
77,2326.4190066888473
81,2590.129189007588
83,2512.9014930186986
87,2088.140004417177
97,2682.4469997484434
103,1385.0557658221223
119,1314.0384277194023
120,2370.7710027787634
127,1156.268578131881
138,3734.707386695235
141,2744.0748430221365
148,1613.1780216117836
150,3451.5442674520514
151,3126.49375102362
158,2306.60413188834
160,7069.817882627148
165,2944.1422124945298
168,3710.6774414482866
169,3580.499276218854
177,2715.2070802212525
178,2911.6237113869065
184,2276.25463522631
194,15569.35488738294
198,1264.6423582456398
203,3511.129463085368
211,3191.9247133796007
217,938.8179840944941
219,1356.112855818369
221,4455.1660226276845
227,2298.5623915839396
230,2081.3715073178437
235,2044.1326871947217
240,811.8624532901215
243,3041.0156792591592
249,6686.192139479668
253,3357.2315192539895
258,1513.1028675942978
261,2780.7795714087683
263,3474.3028853097794
264,3068.193509255943
265,3633.354320998182
268,1474.560166471595
271,1840.7363271735949
274,5433.04806101705
275,731.532998100972
279,1944.8957130943077
282,1509.107557880958
286,2841.957418060917
288,1499.7470220090456
294,2680.8481708372465
296,1610.248927148814
297,1869.992479529841
300,735.2674583148458
303,12135.962046044862
314,1514.5444252050293
315,5270.411343569346
321,2478.3503696539274
323,6740.509084100066
330,3905.691842870407
341,1795.2476237900519
342,3690.976360912584
352,1799.9953020769035
353,3978.195375477222
360,4518.299129502723
361,2045.003478839089
362,3630.1080527424633
366,1470.3684191318125
372,2855.8841222237893
376,2984.6303974597927
377,2345.1621603143208
379,1780.0912077886521
380,5486.712952657478
387,1459.7236993756142
392,2666.389955637111
394,10773.31947244291
395,2047.2714767205068
397,1785.6714411080332
407,9725.169465129478
411,9570.81090053767
416,2837.1839188850126
417,1588.3015540086676
419,3610.2360552324753
428,5815.825977198823
431,1510.4679422270572
436,9609.88656825013
438,1774.3324370005676
445,6937.512979349216
446,10432.879037369286
455,2261.3505751301423
456,1747.6371650181727
461,911.2635656724628
463,1953.4123681834428
464,3676.9500085243676
466,2123.3742292484976
467,1396.9315330407244
470,1065.6616065272242
475,1525.0458620184768
482,2864.8824994051556
490,4033.8527642800286
496,2062.7515118281535
497,4107.269986819716
508,3072.385317512082
510,1743.6054219187777
512,2769.409922347445
513,6603.539925054856
523,2378.12035389964
531,7464.487416928573
532,1845.5399819333732
533,1971.1754066217038
537,1493.3026082020779
544,5092.712832911936
547,3402.3212165637806
556,9323.87622484518
565,2573.324241581611
566,1284.6621345220199
571,1427.7755768608893
573,2542.8479051966724
574,836.9294812090494
581,2129.8244338772543
585,2801.706137030563
589,1984.1981539371607
597,1361.5014787230364
601,4360.450243573613
602,1504.618984606223
613,2101.8799161152083
616,1711.4680528762874
619,1704.1726679724084
622,3407.2951984773736
623,1773.1312553501295
629,1393.9138776685072
634,2306.60413188834
638,1053.9090188179973
642,1356.429992824636
643,3086.6404857523703
645,1219.3798468880361
648,7303.15967781945
652,1758.3997318862703
664,876.580999718513
666,2884.5451001282713
672,967.4996474042725
676,2780.0841853531138
678,4674.430850852754
682,1873.609467647793
686,3781.6382124427996
688,2427.8754423288874
689,1534.7263144918486
690,2160.1044334437365
692,10860.235010559616
695,3175.951448149912
697,4377.559455703453
698,2484.6175905956907
706,2121.7151630014705
708,1934.6450608499624
712,2854.354054896816
715,4429.328765739296
717,1328.9221273964333
725,2873.5753709928445
729,1263.1488724847459
737,1453.2911560878247
739,5369.969636156291
747,3555.6021333246294
753,2369.664589383676
758,2871.8330915134648
759,2557.173561149681
763,1994.0916093609196
773,6050.16688669462
774,2639.806471681941
776,2453.8853352408078
788,4087.6925687727253
790,3222.0506405178417
794,1038.171101736861
801,3336.0484625813906
802,1696.2284787903884
805,1806.2500574979028
809,5676.821990978483
812,1090.4795651282907
825,3453.9144828985777
828,2109.4279371850243
830,759.9034239185106
833,1229.6582385298966
850,6376.478862928364
852,5941.927627285379
862,1502.61315622792
863,1121.7815077287435
864,1887.7584121653492
865,3480.7121721323156
868,4676.223520387644
872,1329.822607249074
879,6432.791524525978
880,1397.2895417186382
883,1886.1725674014112
886,1289.4346987887727
923,1944.7509110626463
924,1871.2850516455148
932,1861.3294474048287
945,8628.209478236664
947,9136.518079391375
948,2542.5355118465404
955,2952.655396147274
963,4736.432480924514
979,2324.0331272564595
989,2678.934673489536
994,2818.0085239530845
995,2215.2706071900348
998,3917.9469070471787
1000,2886.556491355892
1018,2316.8045037991405
1019,2206.3737668196018
1028,2153.28412797215
1034,1483.2924133791896
1038,2673.1554141569068
1040,1220.1043666289318
1042,1497.072537480819
1057,8582.424704126042
1058,3429.1507658568785
1063,1553.6440417404635
1066,4695.875855136969
1071,3994.153016576472
1073,4176.607028970321
1074,3817.697895649627
1077,4298.236463954103
1080,7369.124431142532
1088,845.8433910787596
1096,875.0552739687021
1097,11545.231196238594
1105,6471.93371112734
1115,1855.5623032902595
1116,2687.829179599975
1122,2147.882526961455
1130,4746.514150299961
1133,1065.9365137981388
1137,1137.478066034817
1140,2863.246842378514
1143,7824.990514378611
1149,4740.496867563272
1150,872.0097574831766
1153,976.7789582407794
1157,1831.9813815038879
1180,855.1469186610244
1183,1198.1817034743522
1188,1664.5130699808635
1193,1084.8604418163416
1200,907.1898831262231
1209,4439.859632753219
1214,2103.9710237912286
1219,1802.3556679964263
1223,5771.232153596758
1227,783.6892846740379
