id,loss
4,1665.3527947881964
6,2569.443113551535
9,11104.339044289558
12,5685.922597665306
15,-139.5722096824344
17,2376.1393718370587
21,2726.7432899357095
28,479.9180781496815
32,2351.1181259713558
43,3687.995419282527
46,3141.6572282899638
50,558.777809326334
54,1312.7972186113088
62,3089.1846652778895
70,3005.8377577929614
71,6229.1438634475835
75,1804.5731003642256
77,2669.872128358158
81,3631.471746916267
83,2749.1813367799687
87,1960.837649444396
97,2730.9737010588956
103,1718.0923918183335
119,1268.9810749892185
120,2004.769997576433
127,1527.800903881504
138,4616.444695190111
141,3594.096004068284
148,1037.5818797904333
150,2723.0683825160727
151,3112.9970920998458
158,2003.1851904558714
160,6604.462769721793
165,2924.8165508331986
168,4326.194983627543
169,3854.87085068262
177,2975.4609764611637
178,4891.60751801138
184,1917.2325826035521
194,7923.236996403621
198,1791.923269022844
203,5396.673541534235
211,3011.9137803007197
217,987.8931164510623
219,708.8424328296405
221,4986.353297345249
227,2346.379569347549
230,1500.2311639713887
235,2412.0732394122506
240,411.30232011242174
243,3401.993220672424
249,6407.321436922666
253,3127.142881484538
258,1515.8163825397057
261,2550.9965363824926
263,3403.9603587466013
264,3863.91966637689
265,5672.650875511151
268,1687.5321569548742
271,1254.0314703767551
274,6159.367753138473
275,582.8545004126455
279,2568.6551570560287
282,1704.0656373897953
286,3353.941043700508
288,1033.8932825054533
294,3669.6912791227373
296,1192.5743988730233
297,1546.118715204764
300,189.9065574348773
303,8094.325458075723
314,1507.5255437633255
315,5607.638348842303
321,2593.4860725764634
323,5270.278320057446
330,5412.192296953049
341,2543.971460080877
342,4908.155792732492
352,1403.941298269747
353,4076.331234451786
360,7215.093250766171
361,2598.372998848596
362,3526.3153199702447
366,1133.922262854821
372,3713.25560685826
376,4077.5106673279465
377,2756.9630699650015
379,1370.9188569042603
380,4689.744600037145
387,1225.7315343390792
392,1839.2875786265909
394,10183.088543628932
395,2192.619842474214
397,1362.1401237954262
407,5823.232945135438
411,7506.505724258462
416,3294.0046653482077
417,1960.0090352582167
419,4689.750914941467
428,6038.731259851
431,1926.7212941048872
436,7186.959221877591
438,1493.7776671256333
445,6677.617293584231
446,6288.846361579286
455,1772.2077747849726
456,760.5867620084839
461,792.9199800975841
463,1240.5573785844651
464,4400.7677032889
466,1518.7513241051704
467,2967.3137588915515
470,1170.370238854785
475,1666.2136337799993
482,4271.634573637154
490,3807.3476539437265
496,3275.2761215621317
497,5943.9016419448435
508,3749.980791389162
510,2601.302364867998
512,3480.639662134819
513,4634.080871348232
523,2686.0498471368974
531,5296.941055145271
532,3323.160965634959
533,1561.3820961808676
537,820.2891695753996
544,5128.297877445783
547,3821.4522251895773
556,7796.6180278623215
565,1654.2472997313832
566,1259.791173252958
571,1174.7681878248752
573,2314.550425747547
574,419.53011958627525
581,2771.8328555002186
585,2818.4864647448203
589,2424.74306355439
597,1731.1891319720874
601,3497.146195136306
602,2971.5802653552173
613,3013.840983742263
616,1570.1081434970238
619,1707.5613047935442
622,3050.582695999831
623,2150.3798861096643
629,1077.6839602188138
634,1899.6025539894852
638,-232.52388308573643
642,1168.8036579945283
643,2874.189949578064
645,651.8852939727972
